TF_IDF_SearchEngine:
Query 1: Romantic comedy
	1. (31148, 'Oyee', 'The movie is based on 2004 South Korean romantic comedy Too Beautiful to Lie.[5]', 0.7448743681365304, 0.5448743681365303)
	7. (8398, 'Wild in the Streets', 'Popular rock singer and aspiring revolutionary Max Frost (Christopher Jones) was born Max Jacob Flatow Jr., his first public act of violence was blowing up his family\'s new car. Frost\'s band, the Troopers, live together with him, their women, and others, in a sprawling Beverly Hills mansion. The band includes his 15-year-old genius attorney Billy Cage (Kevin Coughlin) on lead guitar, ex-child actor and girlfriend Sally LeRoy (Diane Varsi) on keyboards, hook-handed Abraham Salteen (Larry Bishop) on bass guitar and trumpet, and anthropologist Stanley X (Richard Pryor) on drums. Max\'s band performs a song noting that 52% of the population is 25 or younger, making young people the majority in the country.\r\nWhen Max is asked to sing at a televised political rally by Kennedyesque Senate candidate Johnny Fergus (Hal Holbrook), who is running on a platform to lower the voting age from 21 to 18, he and the Troopers appear—but Max stuns everyone by calling instead for the voting age to become 14, then finishes the show with an improvised song, "Fourteen Or Fight!", and a call for a demonstration.\r\nMax\'s fans - and other young people, by the thousands - stir to action, and within 24 hours protests have begun in cities around the United States. Fergus\' advisors want him to denounce Max, but instead he agrees to support the demonstrations, and change his campaign—if Max and his group will compromise, accept a voting age of 15 instead, abide by the law, and appeal to the demonstrators to go home peaceably. Max agrees, and the two appear together on television, and in person the next day using the less offensive mantra "fifteen and ready".\r\nMost states agree to lower the voting age within days, in the wake of the demonstrations, and Max Frost and the Troopers campaign for Johnny Fergus until the election, which he wins by a landslide. Taking his place in the Senate, Fergus wishes Frost and his people would now just go away, but instead they get involved with Washington politics. When a congressman from Sally LeRoy\'s home district dies suddenly, the band enters her in the special election that follows, and Sally - the eldest of the group, and the only one of majority age to run for office - is voted into Congress by the new teen bloc.\r\nThe first bill Sally introduces is a constitutional amendment to lower the age requirements for national political office—to 14, and "Fourteen or Fight!" enters a new phase. A joint session of Congress is called, and the Troopers (by now joined by Fergus\' son Jimmy (Michael Margotta) swing the vote their way by spiking the Washington water supply with LSD, and providing all the senators and representatives with teenaged escorts.\r\nAs teens either take over or threaten the reins of government, the "Old Guard" (those over 40) turn to Max to run for president, and assert his (their) control over the changing tide. Max again agrees, running as a Republican to his chagrin, but once in office, he turns the tide on his older supporters. Thirty becomes a mandatory retirement age, while those over 35 are rounded up, sent to "re-education camps", and permanently dosed on LSD. Fergus unsuccessfully attempts to dissuade Max by contacting his estranged parents (Bert Freed and Shelley Winters), then tries to assassinate him. Failing at this, he flees Washington, D.C. with his remaining family, but they are soon rounded up.\r\nWith youth now in control of the United States, politically as well as economically, and similar revolutions breaking out in all the world\'s major countries, Max withdraws the military from around the world (turning them instead into de facto "age police"), puts computers and prodigies in charge of the gross national product, ships surplus grain for free to third world nations, disbands the FBI and Secret Service, and becomes the leader of "the most truly hedonistic society the world has ever known".\r\nUltimately however, Max and his cohorts may face future intergenerational warfare from an unexpected source: pre-teen children. When a young girl finds out Max\'s age (which is now 24), she sneers, "That\'s old!" Later, after Max kills a crawdad that was a pet to several young kids, then mocks their youth and powerlessness, one of the kids resolves, "We\'re gonna put everybody over ten out of business."', 0.9304909)
	8. (13290, 'The Mighty', 'Kevin "Freak" Dillon (Kieran Culkin) is a 13-year-old boy who has Mucopolysaccharidosis IV (or Morquio syndrome) and lives with his mother Gwen Dillon (Sharon Stone). He is extremely intelligent and prone to flights of fancy, but due to his disability walks with leg braces and crutches. Maxwell "Max" Kane (Elden Henson) is a 15-year-old oversized, yet good-natured, teenage boy who suffers from dyslexia and lives with his maternal grandparents Susan "Gram" (Gena Rowlands) and Elton "Grim" Pinneman (Harry Dean Stanton). He has flunked the seventh grade twice and is tormented by Tony "Blade" Fowler (Joseph Perrino), a teenage juvenile delinquent from the same school as Freak and Max, who is also the leader of the "Doghouse Boys", a teenage bully gang. When Kevin is assigned as Max\'s reading tutor, they form a bond of friendship over the similar circumstances they share, such as both being outcasts and their fathers abandoning them.\r\nFreak and Max go to a local festival to watch a firework show and get attacked by Blade and his gang. The two escape into a nearby lake with Freak riding on Max\'s shoulders. Freak later witnesses the "Doghouse Boys" putting someone\'s purse in a sewer. The two retrieve the purse, but are once again confronted by Blade and his gang. They attempt to attack Freak, but Max stops them by picking up a manhole cover and throwing it at the gang, who run away, fearing for their lives. Both Max and Freak found out the purse belongs to a woman named Loretta Lee (Gillian Anderson). Freak and Max return the purse to Loretta and find out that she is married to Iggy Lee (Meat Loaf), a former gang leader.\r\nLoretta recognizes Max from his childhood; she and Iggy were old friends of Max\'s father, Kenny "Killer" Kane, who is currently serving a prison sentence for the murder of Max\'s mother. Afterward, the two boys help each other out with Freak acting as Max\'s brain, and Max acting as Freak\'s legs by carrying him around everywhere on his shoulders. This allows Freak to partake in activities he couldn\'t before, such as a basketball game.\r\nFreak, in an attempt to entertain his friends by playing with his food, chokes on it and collapses. He is rushed to the hospital, where Gwen is informed that Freak has only a year left to live, due to his deteriorating health accelerated by the blockage of his airways.\r\nOne day, Freak shows Max a research center where he was to be rehabilitated. It appears that he knew about his condition, as he stated that he\'d be the first one to be retrofitted with a new body.\r\nOn Christmas Eve, Max is kidnapped by Kenny, who has been released from prison on parole. Max is taken to Iggy and Loretta\'s apartment and tied up. Loretta discreetly attempts to help Max escape, which leads to Kenny attempting to strangle her. Max uncovers a repressed memory of Kenny killing his mother; he breaks free of his bounds and attacks his father.\r\nFreak tracks Max and Kenny to Iggy and Loretta\'s apartment and breaks in, armed with a squirt gun he claims is loaded with sulfuric acid, which he sprays in Kenny\'s eyes. Just as Kenny regains himself and attempts to attack Freak, Max tackles him through the wall, where the police are waiting. Kenny attempts to run away before getting tackled down by an officer and is taken back to prison to serve for life without the possibility of early parole, and Freak tells Max the squirt gun was loaded with harmless chemicals, such as soap and chili powder.\r\nFreak and Max, along with Gwen, Grim and Gram, have Christmas dinner together. Exchanging gifts, Freak gives Max a blank book and tells him to write in it. That night, Freak dies in his sleep from heart problems. Max is woken to Gram breaking the news to him, and he gives chase to the ambulance on foot. Max recalls the research facility Freak had mentioned working on a cure. He rushes there, only to discover Freak had lied; it was actually a commercial laundromat. Max collapses, screaming in despair among the laundry workers.\r\nFor the next several weeks, Max continues going to school, but refuses to leave his room otherwise. He misses Freak\'s funeral and Gwen moving away. He later runs into Loretta at a bus stop, wearing a neck brace from Kenny\'s attempted strangulation. She tells him that doing "nothing\'s a drag". He takes this advice to heart, even working up the courage to answer a question from a teacher during a lecture.\r\nInspired by their bond, Max remembers Freak and all the adventures they had and he decides to write it all in the empty book Freak had given him. Max eventually gets writer\'s block on the last page so he puts an illustration of King Arthur\'s grave, which reads, "Here Lies King Arthur, Once and Future King", to symbolize his belief that he will see Freak again. Max takes Freak\'s ornithopter and winds it up, making it fly. A narration by Max is heard as the ornithopter flies off:', 0.93535775)
	9. (14932, 'A Good Year', 'In the prologue, a young Max Skinner, whose parents have died in an accident, spends his childhood summer holidays learning to appreciate the finer things in life at his Uncle Henry\'s vineyard estate in Provence in south-eastern France. Some 25 years later, Max is an unethical yet very successful hard-working London-based bond trader with a sense of humour.\r\nFollowing his uncle\'s death, Max is the sole beneficiary of the French property. He travels to Provence to prepare a quick sale. Shortly after arriving, while fumbling with a cell phone, he unknowingly causes a local café owner, Fanny Chenal, to crash her bicycle. Subsequently, he discovers that his latest City financial stunt has caused real trouble for the owners of the trading company he works for, and the CEO orders him to return to London as soon as possible.\r\nTo assist in his planned sale of the property, Max hurriedly snaps some photos and in the process falls into an empty swimming pool. He is unable to escape until Fanny Chenal, driving by and spotting his rental car, appears and turns on the water supply in retaliation. This delay causes Max to miss his flight and, having failed to report to the directors in person, he is suspended from work and trading activities for one week.\r\nOn Henry\'s estate, Max must deal with a gruff, dedicated winemaker, Francis Duflot, who fears being separated from his precious vines. Duflot pays a vineyard inspector to tell Max that the soil is bad and the vines worthless.\r\nIn the meantime, they are surprised by the unexpected arrival of young Napa Valley oenophile Christie Roberts, who is backpacking through Europe and claims to be Henry\'s previously unknown illegitimate daughter. Max realizes, but does not tell her how French law decrees, even though Christie is not his Uncle\'s legitimate daughter, she still becomes the rightful heir to the Chateau and vineyards. As Max did earlier, Christie finds the house wine unpalatable but is impressed by Max\'s casual offering of the boutique Le Coin Perdu ("the lost corner") vintage, noting some intriguing characteristics. During dinner at the Duflot house, while slightly inebriated, Max exposes his concern that she might lay claim to the estate and brusquely interrogates her.\r\nMax gets updates on office politics from his assistant Gemma, who warns him of the ambitious antics of other employees. To ensure he is not usurped by Kenny, his second-in-command in London, through whom Max continues to direct trades, Max intentionally gives the ambitious young trader bad advice, getting Kenny fired.\r\nMax becomes enamoured with the beautiful, feisty café owner Fanny, who is rumoured to have sworn off men. He successfully woos Fanny into his bed, where she leaves him the next morning, expecting him to return to his life in London.\r\nA disillusioned Christie also decides to move on. Max finds his uncle\'s memoirs, which contain proof of Christie\'s heritage. However, he bids her farewell while handing her an unexplained note inside a book she was reading. While informing Duflot of the pending estate sale, Max learns that the mysterious expensive Le Coin Perdu was made by Henry and Duflot with "illegal vines" from the estate, bypassing wine classification and appellation laws.\r\nThe estate is sold and Max returns to London where Sir Nigel, the company chairman, offers him a choice: "Money or your life" - either a discharge settlement, which includes "a lot of zeros," or the partnership in the trading firm, where he would then be "made for life". Max asks about Nigel\'s art in the conference room, which Fanny has a copy of in her restaurant. Upon Nigel\'s dismissive comment that the real one is kept in a vault and the $200,000 copy in the office is for show, Max reconsiders if he wants to still be like Nigel.\r\nMax invalidates the estate\'s sale with the farewell letter he gave to Christie, which he forged, along with real photos confirming Christie as Henry\'s daughter with a valid claim to the entire estate. (as a child Max signed cheques for his uncle, and is able to replicate his handwriting and signature).\r\nHe puts his London residence up for sale and returns to Provence, entering into a relationship with Fanny. Christie also returns and she and Francis jointly run the vineyard while trying to reconcile their vastly different philosophies of wine production. Meanwhile, Max is now able to focus his entire attention on Fanny.', 0.93719995)
	10. (6241, 'Artists and Models', 'Rick Todd (Dean Martin) is a struggling painter and smooth-talking ladies\' man. His goofy young roommate Eugene Fullstack (Jerry Lewis) is an aspiring children\'s author who has a passion for comic books, especially those of the mysterious and sexy "Bat Lady."\r\nEach night, Eugene has horrific screaming nightmares inspired by those ultra-violent comics, which he describes aloud in his sleep. They are about the bizarre bird-like superhero "Vincent the Vulture" who is, according to Eugene\'s nocturnal babblings, the "defender of truth and liberty and a member of the Audubon Society" and is "half-boy, half-man, half-bird with feathers growing out of every pore" and a "tail full of jet propulsion." Also known as "Vultureman" or more simply "The Vulture", the golden helmeted hero soars through space from his "homogenized space station" orbiting the Milky Way to battle his shapely but sadistic purple-eyed archenemy "Zuba the Magnificent," who hates Vincent because "she\'s allergic to his feathers" and who enjoys blasting big "oooozing" holes into his highly resilient flying form ("It\'ll take more than that to stop me!") with her "atomic pivot gun."\r\nA neighbor in their apartment building, Abigail Parker (Dorothy Malone), is a professional artist who works for a New York comic book company called Murdock Publishing and is the creator of the "Bat Lady." Her energetic horoscope-obsessed roommate is Bessie Sparrowbush (Shirley MacLaine), who is secretary to her publisher Mr. Murdock (Eddie Mayehoff) and Abigail\'s model for the flying bat-masked superheroine. Bessie develops a crush on Eugene, who is unaware that she is his beloved "Bat Lady" in the flesh.\r\nAbigail becomes frustrated at work at the increasingly lurid and bloodthirsty stories the money-hungry Murdock demands. She quits to become an anti-comics activist, dragging Eugene into her crusade as an example of how trashy comic books can warp impressionable minds at the same time that Rick gets a job with the company after pitching the adventures of "Vincent the Vulture" from Eugene\'s dreams. Rick attains success at his new job, but after falling for Abigail he keeps his work a secret from both her and Eugene.\r\nUnbeknownst to all, Eugene\'s dreams also contain the real top-secret rocket formula "X34 minus 5R1 plus 6-X36" that Rick publishes in his stories. With spies all around them, they manage to entertain at the annual "Artists and Models Ball" and capture the enemy, preserving national security.', 0.9373728)

Query 25: Five men, criminals Ray, Dave, Stevie, Julian as a
	1. (7263, 'Pier 5, Havana', "Steve Daggett (Cameron Mitchell) fights to protect Castro from dangerous pro-Batista counterrevolutionaries. Steve comes to Cuba to find his friend Hank Miller (Logan Field) who has been missing for a while. It turns out that he has been captured by Fernando (Eduardo Noriega), the leader of the pro-Batista forces, who needs Hank to convert their airplanes into bombers. Steve's former girlfriend Monica (Allison Hayes) is now Mrs. Hank Miller.", 0.72962815)
	2. (5457, 'Overland Telegraph', "Cowboys Tim Holt and Chito Rafferty are looking for work when they help Terry Muldoon, who works for her father's Arizona telegraph operation, down from a telegraph pole. She suggests she try Colonel Marvin at nearby Fort Craig.\r\nMarvin has just been ordered to shut down the fort because the telegraph has rendered it obsolete. This upsets Paul Manning, who has been supplying the fort with equipment and horses, and is about to go broke as a result. This will mean he cannot marry his sweetheart, singer Stella. Paul's best friend, saloon owner Brad Roberts, tells Paul to go ahead with the wedding.\r\nTim and Chito ride to Terry's camp just as three masked men are destroying the camp and telegraph wires. Tim shoots and wounds one of the men, Steve, before all three flee on horseback.\r\nThey follow them to nearby Mesa City, where Steve and his associate, Bellow, have gone to Brad for help. Brad shoots Steve dead and claims he shot himself. Tim and Chito are suspicious of Brad but have no hard evidence against him.\r\nTerry accuses Paul of sabotaging the camp and hires Tim and Chito as guards on a stage coach carrying a $10,000 payroll. Paul pays off Bellew in Brad's office, happy that the sabotage has earned him $50,000 in delays. After Paul leaves, Brad, hires Bellew to steal the Muldoos payroll, knowing that Paul will be suspected.\r\nBellew and his associate, Joe, hold up the stage, which is transporting Stella and Terry's father, Muldoon. They grab Muldoon's bag and Stella's purse, and shoot Muldoon, just before Tim and Chito arrive to chase them off.\r\nChito takes Paul to jail to await the sheriff. Muldoon dies of his wounds and Terry organises a lynching party for Paul. Paul tells Terry and Chito he was behind to sabotage but refuses to implicate Brad. Tim convinces Paul to ride to Crockerville, where he and Stella are to be married in a few days. This conversation is overheard by Bellew who tells Brad, who orders that Paul be killed.\r\nAs Tim and Paul ride to Crockerville, Bellew and Joe open fire. Paul is wounded but Tim captures Joe. Paul guides Tim to Brad's nearby ranch home to recuperate.\r\nBellew tells Brad what happened and he orders Bellew to round up some men to find him. At Brad's house, Tim finds Stella's stolen purse, and Paul reveals Brad's part in the sabotage. Paul realises that Brad is trying to frame him because he is in love with Stella.\r\nChito identifies Joe's horse as one he saw outside the doctor's office. He ties up Joe and tells Tim. Joe is freed by Brad and Bellew who head for Brad's house. Chito sees this and rides to Terry's camp for help.\r\nAt Brad's house, Tim and Paul shoot it out with Brad's gang. Bellew sets the house on fire, but Tim and Paul put it out. Chito arrives with Terry as Tim shoots and captures Brad.\r\nPaul and Stella get married.", 0.733709)
	3. (12479, 'Kidnapped 1995', 'Allan Breck Stewart (Armand Assante) returns to his home village, which is already menaced by the highland clearances. His foster father James Stewart of the Glen (Brian McGrath) issues the taxpayers\' money for the exiled House of Stuart to him and beseeches him to meet King George\'s factor, the "Red Fox" Colin Roy Campbell of Glenure (Brendan Gleeson). Allan Stewart only grudgingly complies, because he regards the “Red Fox” as a traitor, for at the Battle of Culloden he had to fight against Loudon\'s Highlanders, a regiment of Highlanders led by Campbells.\r\nAt about the same time David Balfour (Brian McCardie) leaves the fictitious small village Essendean in the Scottish Lowlands. Reverend Campbell tells him he was given a letter in charge by David\'s late father. It is a letter of introduction addressing a Laird. The reverend informs him that his late mother never wanted him to go to the “House of Shaws” and asks him to stay in Essendean. But David is driven by wanderlust, and therefore resolves to go.\r\nThe "Red Fox" receives Allan Stuart with an abettor who holds the guest at gun point. An English officer named William Reid (Michael Kitchen) and his soldiers are in waiting when the "Red Fox" offers to protect James Stewart of The Glen. Allan Stuart asks him twice to swear his kin will be protected indeed but even so he merely receives a mute grin. Allan decides the man cannot be trusted and eludes in order to continue his mission.\r\nDavid has meanwhile reached the “House of Shaws”. He also finds all of a sudden a gun directed at him. The man who threatens to shoot him turns out to be his uncle Ebenezer (Patrick Malahide). Ebenezer reluctantly invites him in, but later on tries to kill him by an arranged accident. David survives, yet the next day Ebenezer has him kidnapped by a criminal sea captain. David wakes up on a ship going to America, where he shall be sold as a slave.\r\nWhen David is trapped, William Reid and “the Red Fox” try to assassinate Allan Breck in the woods. They fail because William Reid smokes a pipe with strong tobacco. Allan Breck, who therefore can literally smell the trap, steals a horse and escapes. He leaves a paper with a quote from A Counterblaste to Tobacco written by James I of England. The “Red Fox” relishes this humiliation of Englishman William Reid.\r\nDavid becomes Captain Forbes\' new cabin boy, for the previous cabin boy has been murdered by the sailor Mr. Shuan. Allan Breck, who needs to leave for France in a foggy night, accidentally happens to end up on the same ship. David is supposed to wait on Allan. The criminal sea captain attempts to ambush Allan for his gold but David confounds these plans and helps Allan Breck to stand his ground. A severe storm then causes a wreckage.\r\nAllan and David return as castaways to the Scottish onshore. Allan runs into his friend Ewan of Appin, who was just exposed as a Jacobite spy. As his dying friend informs him, William Reid plans to frame James Stewart of The Glen for a murder he is about to carry out. Allan tries to prevent this but he can only witness how the "Red Fox” is shot dead by a sniper. David gets the impression Allan was the assassin and breaks up with him.\r\nDavid is caught by British soldiers who consider him an accomplice of the murderer. Allan can free him. Once they are safe, Allan refutes David\'s theories about the murder. Both of them go to James Stewart of The Glen and warn him. Against his will he is defended by them when the Red Coats come to arrest him.\r\nSoon William Reid himself comes to Allan\'s home village in order to arrest Allan\'s foster father. James Stewart of The Glen sacrifices himself for his people\'s sake, but despite that they are driven of the land. Captain Forbes (Adam Blackwood), William Reid\'s direct subordinate, is appalled.\r\nAllan seeks to prove James Stewart\'s innocence. He visits gunsmith Angus ( David Kelly), who has produced the very gun used for the Appin Murder. This leads to Hamish MacDonald (Jonathan Ryan) as a primary suspect. Allan now goes to the Earl of Dunbrea (Alan Stanford), a former MacDonald clan chief and asks him for support. The Earl\'s grand daughter Mary guides Allan and David to her cousin Hamish\'s house. Hamish does confess the murder but William Reid kills him under the pretence of self-defence. Allan is put in prison and is forced to watch James Stewart of The Glen being executed. David and the Earl of Dunbrea and his granddaughter free Allan Breck.\r\nIn order to hide, Allan visits his old brother-in-arms Ewen MacPherson of Cluny (Brian Blessed).\r\nWilliam Reid concedes to Captain Forbes that he has indeed paid Hamish MacDonald to kill the “Red Fox”. As Captain Forbes learns, the “Red Fox” was considered too lenient towards his fellow countrymen and now William Reid is his successor as the King\'s factor. Following that Captain Forbes meets with Allan Breck and condones Reid\'s looming demise. Even so, before Allan Breck finally confronts William Reid and kills him, he takes care that David can eventually successfully claim his heritage. After he had done for David Balfour, what he failed to achieve for Bonnie Prince Charlie, he puts paid to William Reid\'s deceptive schemes and then leaves Britain forever.', 0.7423987)
	4. (6213, 'Three Hours to Kill', "Jim Guthrie (Dana Andrews) returns to town three years after being falsely accused of murdering Carter Mastin (Richard Webb). Jim finds that his old friend Ben East (Stephen Elliott) is now the sheriff. In a flashback, Jim recounts his near-lynching by a mob convinced he had shot Carter in the back. Laurie (Donna Reed), Carter's sister, who was planning on marrying Jim, disrupts the lynching, and Jim narrowly escapes. He still bears a neck scar from his ordeal. Ben gives Jim three hours to find the true killer. Through confrontations with several of the men who had been eager to hang him, Jim is led to the guilty man.", 0.7429123)
	5. (1443, 'The Wiser Sex', 'After prosecutor David Rolfe (Douglas) has racketeer Benny Morgan arrested, mobster Harry Evans (Boyd) gives orders to his chauffeur (Dumbrille) to kill David, but the chauffeur fails. The next day, David\'s fiancée, Margaret Hughes (Colbert), leaves on a cruise with Jimmy O\'Neill (Alexander), her friendly suitor, warning David she won\'t marry a man for whom work is more important than she. David cannot give Margaret a proper bon voyage because he is trying to save his naïve young cousin, Phil Long (Tone), from the clutches of gold-digging moll Claire Foster (Tashman), with whom David used to be involved. When David warns Phil that Claire belongs to Evans, Phil takes David\'s revolver with him to Claire\'s hotel to confront her. Evans enters in his housecoat and Phil shoots him in the arm. They struggle and Phil is killed. When David arrives, Claire, on Evans\' orders, says Phil killed himself, then calls the police and frames David as the killer. In court, David\'s defense is greatly weakened by Claire\'s acting ability, and she successfully seduces the all-male jury. Margaret returns for the trial and remarks that a jury of the "wiser sex" would see right through Claire\'s histrionics. In order to gather evidence, Margaret goes undercover as blonde gold digger Ruby Kennedy and takes a room adjacent to Claire\'s. Through diamonds and liquor, Margaret befriends Claire and wheedles her into revealing more about the case. Jimmy and Margaret throw a party for Claire and Evans, and Evans makes several passes at Margaret. During the party, Evans\' cook, Fritz (Robert Fischer), who helped him with his wound the morning of the murder, accidentally bumps Evans\' arm and Evans scolds him for calling attention to it. The next day, Fritz is found dead, and Margaret now knows the missing bullet from David\'s gun is lodged in Evans. Margaret then meets Evans for a rendezvous, while Jimmy tells Claire he has lost her to Evans. As Evans\' chauffeur identifies Margaret, Claire enters in a jealous rage and reveals Evans as Phil\'s murderer. Due to the sleuthing abilities of the "wiser sex," David is released and marries Margaret.', 0.755378)
	6. (2838, 'I Take This Oath', "Police officer Mike Hanagan (Robert Homans) attempts to expose a fraudulent official who works with a gang of racketeers, but the official has Hanagan murdered. Hanagan's son Steve (Gordon Jones) decides to avenge his father, and at the suggestion of his girlfriend Betty Casey (Joyce Compton) he joins the police force.\r\nUnder the instruction of Daniel Casey (Guy Usher), Betty's father, Steve begins learning how to be an officer. However, as he has become so dedicated to finding his father's murderer, he begins to fall behind on his law studies, and due to his poor grades he is dismissed from the force. Steve believes he has found the clue that points to his friend Joe Kelly's (Craig Reynolds) uncle Jim Kelly (Sam Flint) being the murderer.\r\nWhen Jim hears that Steve suspects him, he decides that Steve must be killed. A struggle ensues between Steve and Jim, and a bullet is fired at Steve but Joe is hit instead and Steve then shoots Jim. Impressed, Casey returns to allow Steve back onto the police force.", 0.75995433)
	7. (13513, 'The Mod Squad', 'Julie Barnes (Claire Danes), Pete Cochran (Giovanni Ribisi) and Lincoln Hayes (Omar Epps) are three minor delinquents who choose to become undercover cops in place of serving their jail terms. When their superior Capt. Adam Greer (Dennis Farina) is murdered, the trio set out to find the real culprits.', 0.76101136)
	8. (16120, 'Straw Dogs 2011', 'Scriptwriter David Sumner (James Marsden) and his wife Amy (Kate Bosworth) relocate to rural Mississippi where Amy grew up, to rebuild the house of Amy\'s recently deceased father and to allow David to finish a script.\r\nWhile in town one afternoon, David meets Amy\'s ex-boyfriend Charlie (Alexander Skarsgård) and his three friends, Norman (Rhys Coiro), Chris (Billy Lush), and Bic (Drew Powell). David is intimidated by the men but hires them to fix their roof. He also meets Tom Heddon (James Woods), a former high school football coach whose 15-year-old daughter Janice (Willa Holland) is attracted to a local man with an intellectual disability, Jeremy Niles (Dominic Purcell). Heddon often bullies Jeremy and believes he is stalking his daughter.\r\nCharlie and his friends soon begin taunting David, which later escalates into harassment as they make crude remarks towards Amy and play their music loud to distract David while he writes, while taking longer than expected to fix the roof. One Sunday after church, Tom attacks Jeremy for talking to Janice, and Amy comes to his defence, but David warns her to not get involved.\r\nLater that night back at home, David discovers their cat strangled and hung up in the bedroom closet. Amy is positive Charlie and his friends are to blame as they disappeared from the church barbeque for a few hours earlier, but David is hesitant to confront them. When he does finally question them, the men deny everything.\r\nCharlie invites David to go deer hunting. While David is out in the woods with two of the men, Charlie forces his way into the house and rapes Amy—believing that Amy\'s resistance is fake and that Amy actually wants him. During the process, he inquires Amy, as to if she ever wanted him to have sex with her this way, and that is how David and her go through it. Afterwards, he realizes that Amy did not want this, and is stunned. Norman arrives and also rapes Amy while Charlie watches. When David returns, Amy does not to tell him, because she had led Charlie on earlier. David fires the men the next day for taking too long to fix the roof and the men leave, after David pays them $5000.\r\nDavid and Amy go to a local football game. Janice lures Jeremy to enter an empty locker room and attempts to give him oral sex, while Tom notices her absence and begins looking for her. As he approaches, Jeremy, scared of Heddon discovering them, holds his hand over Janice\'s mouth to silence her, accidentally smothering her to death. He runs away just as Tom informs Charlie and his friends of Janice\'s disappearance. They all suspect Jeremy has done something to her.\r\nAt the game, Amy has haunting flashbacks about the rapes and asks David to take her home. On the way, she tells him she wants to return to Los Angeles, surprising him and causing him to accidentally run over Jeremy who is standing in the road. David and Amy take him back to their home and call an ambulance. Charlie and Norman overhear the ambulance call on a police scanner, and inform Tom. They all drive to David and Amy\'s house, and demand the couple hand Jeremy over, but David refuses. The Sheriff then arrives but Tom shoots him dead; then the men attempt to enter the house. David and Amy barricade the doors shut and take Jeremy upstairs to the bedroom and prepare to fight off the men.\r\nWhen Chris attempts to enter through a window, David nails his hands to the wall with a nail gun, his throat fatally exposed to broken glass. When Tom tries to follow, David burns his face with hot oil. Tom and Charlie ram down one of the house\'s walls with Charlie\'s pick-up truck, but Charlie is knocked unconscious. David fights Tom off and causes him to shoot himself in the foot. David then shoots Tom and beats Bic to death with a fireplace poker.\r\nUpstairs, Amy and Jeremy are attacked by Norman, who has climbed in through the window. Norman is attempting to rape Amy again when David and Charlie appear. Charlie and Norman draw on each other when Norman threatens to kill Amy. Amy shoots Norman, Charlie assaults and disarms her, then David jumps him. Charlie kicks David down the stairs and beats him up severely. While David lies prostrated on the floor, disarmed, Charlie prepares to shoot him in his head when Amy approaches from behind, pointing the gun at him. Turning to her, Charlie informs her the gun is empty, and says to her "I will always protect you, baby", when David rises behind him and slams a bear trap down on his head, which shuts and ensnares him. Charlie slowly dies.\r\nAs sirens are heard, with the adjacent barn in flames, David says "I got \'em all".', 0.772017)
	9. (17855, 'Snowtown', 'In the poor Adelaide suburb of Salisbury North, 16-year-old Jamie (Lucas Pittaway) lives with his distressed mother, Elizabeth Harvey (Louise Harris), and his brothers — including Troy (Anthony Groves), who rapes Jamie. One day, his mother\'s boyfriend takes indecent photographs of the boys. When the police are reluctant to intervene, Elizabeth is contacted by Barry (Richard Green), a gay cross-dressing man who introduces her to John (Daniel Henshall). John, who despises paedophiles and homosexuals, continually harasses the boyfriend via means such as throwing kangaroo\'s blood at his house until he moves away. John begins to assume the role of Jamie\'s father figure. Barry tells John the names and addresses of paedophiles in the area, and John creates a wall with pictures and details about each, including notes saying things like "I\'m coming for you".\r\nJamie finds himself slowly drawn into John\'s homophobic and violent tendencies, unable to escape his charismatic and intimidating dominance. On one occasion, John, aware that Jamie is being raped by his brother Troy, wants Jamie to stand up for himself, and in pursuit of this, gives him a gun and has Jamie shoot his dog. John meanwhile influences the rest of the neighbourhood with his extremely homophobic views, and separates Barry from his younger boyfriend Robert (Aaron Viergever). Only Troy seems to dislike John. Barry soon disappears, leaving behind only an answering machine message saying that he is going to Queensland. John brings Jamie in as the neophyte member of his small team who "bury men".\r\nShortly afterward, Jamie visits his drug-addicted best friend Gavin (Bob Adriaens) with John, who takes a dislike to Gavin. Later one night, John and Robert take Jamie into his garden shed and show him the bodies of Barry and Gavin. Distressed, Jamie lashes out at John but remains under his influence. When John learns that Jamie has been abused by Troy, he and Robert torture Troy. Jamie later kills the brutalised Troy in an act of mercy. Now desensitized, Jamie assists John in carrying out several murders. John and his team store the bodies in the vault of an abandoned bank in the town of Snowtown.\r\nJamie is persuaded by John to lure his half-brother Dave (Beau Gosling) to the bank building, ostensibly to look at a computer for sale. Jamie drives with him to the town, vaguely conscious of what he is doing, and leads Dave into the building, where he is met by John and Robert. Unaware of what is going on, Dave watches Jamie shut the door of the bank.\r\nAgainst a black screen, captions reveal that South Australian Police discovered the remains of eight people stored in barrels in the bank vault of Snowtown on 20 May 1999, and the following day, John Bunting and Robert Wagner were arrested.', 0.772138)
	10. (20326, 'That Sinking Feeling', "Ronnie (Robert Buchanan), Wal (Billy Greenlees), Andy (John Gordon Sinclair) and Vic (John Hughes) are four bored, unemployed teenagers from Glasgow. One day, Ronnie comes up with the idea of stealing stainless steel sinks from a warehouse and selling them. Their plan involves dressing up as girls and using a chemical 'stop-motion' potion.", 0.77869123)

Query 26: Prince Edward of Euphrania returns home after meeting the princess
